Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Jalisco,Degollado,Fuentes móviles carreteros,0.7319999999999999,1115.027,283.609,134.53,7.574,6.875,2.215,Jalisco
Jalisco,Degollado,Fuentes móviles que no circulan por carretera,1.216,14.282,34.712,3.109,2.534,2.458,0.011,Jalisco
Jalisco,Degollado,Fuentes naturales,,,576.961,3922.127,,,,Jalisco
Jalisco,Ejutla,Fuentes de área,1.138,160.091,6.303,41.301,33.333,20.291,37.189,Jalisco
Jalisco,Ejutla,Fuentes móviles carreteros,0.056,89.7,17.763,10.897,0.33,0.2969999999999999,0.186,Jalisco
Jalisco,Ejutla,Fuentes móviles que no circulan por carretera,0.127,1.166,3.622,0.279,0.221,0.215,0.001,Jalisco
Jalisco,Ejutla,Fuentes naturales,,,157.055,6311.792,,,,Jalisco
Jalisco,Encarnación de Díaz,Fuentes fijas,0.821,0.887,3.179,0.029,0.16,0.051,0.116,Jalisco
Jalisco,Encarnación de Díaz,Fuentes de área,45.016,8105.773,370.291,1906.31,1535.156,1245.753,2655.445,Jalisco
Jalisco,Encarnación de Díaz,Fuentes móviles carreteros,1.257,1868.971,499.65,230.748,14.124,12.84,3.788,Jalisco
Jalisco,Encarnación de Díaz,Fuentes móviles que no circulan por carretera,3.26,32.316,200.914,9.679,7.021,6.552,0.018,Jalisco
Jalisco,Encarnación de Díaz,Fuentes naturales,,,740.4339999999999,2541.753,,,,Jalisco
Jalisco,Etzatlán,Fuentes fijas,0.1459999999999999,0.133,0.523,0.005,0.026,0.007,0.021,Jalisco
Jalisco,Etzatlán,Fuentes de área,7.572,903.773,44.631,339.283,238.726,146.808,304.036,Jalisco
Jalisco,Etzatlán,Fuentes móviles carreteros,0.457,650.673,212.283,80.503,7.139,6.516,1.353,Jalisco
Jalisco,Etzatlán,Fuentes móviles que no circulan por carretera,0.53,5.098,25.337,1.404,1.052,0.996,0.004,Jalisco
Jalisco,Etzatlán,Fuentes naturales,,,421.398,2458.802,,,,Jalisco
Jalisco,El Grullo,Fuentes de área,10.765,669.198,36.602,377.174,179.076,128.294,194.389,Jalisco
Jalisco,El Grullo,Fuentes móviles carreteros,0.8409999999999999,1252.606,295.099,152.167,8.893,8.08,3.016,Jalisco
Jalisco,El Grullo,Fuentes móviles que no circulan por carretera,0.396,3.983,11.329,0.92,0.7369999999999999,0.7149999999999999,0.004,Jalisco
Jalisco,El Grullo,Fuentes naturales,,,600.287,6947.468,,,,Jalisco
Jalisco,Guachinango,Fuentes de área,20.255,2468.471,81.244,288.873,790.69,298.806,125.202,Jalisco
Jalisco,Guachinango,Fuentes móviles carreteros,0.104,166.681,37.085,19.895,0.821,0.7419999999999999,0.317,Jalisco
Jalisco,Guachinango,Fuentes móviles que no circulan por carretera,20.966,293.135,597.329,60.126,49.897,48.4,0.182,Jalisco
Jalisco,Guachinango,Fuentes naturales,,,232.017,3443.849,,,,Jalisco
Jalisco,Guadalajara,Fuentes fijas,426.095,466.284,827.878,1334.398,199.669,128.923,15.1,Jalisco
Jalisco,Guadalajara,Fuentes de área,2.088,2289.822,215.986,30839.41,863.51,208.866,7.301,Jalisco
Jalisco,Guadalajara,Fuentes móviles carreteros,57.912,83375.297,20097.095,10558.568,532.973,483.508,196.431,Jalisco
Jalisco,Guadalajara,Fuentes móviles que no circulan por carretera,105.973,1470.505,1143.66,152.984,16.137,15.958,0.01,Jalisco
Jalisco,Guadalajara,Fuentes naturales,,,6.455,369.236,,,,Jalisco
Jalisco,Hostotipaquillo,Fuentes de área,4.99,1205.881,221.05,776.479,195.126,163.88,2213.659,Jalisco
Jalisco,Hostotipaquillo,Fuentes móviles carreteros,0.135,218.639,46.002,26.048,0.771,0.691,0.396,Jalisco
Jalisco,Hostotipaquillo,Fuentes móviles que no circulan por carretera,3.023,42.234,394.888,21.067,10.19,9.201,0.002,Jalisco
Jalisco,Hostotipaquillo,Fuentes naturales,,,252.841,5758.913,,,,Jalisco
Jalisco,Huejúcar,Fuentes de área,4.039,744.643,28.068,244.309,133.351,103.307,72.629,Jalisco
Jalisco,Huejúcar,Fuentes móviles carreteros,0.131,196.905,51.137,24.421,1.282,1.163,0.394,Jalisco
Jalisco,Huejúcar,Fuentes móviles que no circulan por carretera,0.1459999999999999,1.346,4.18,0.322,0.256,0.248,0.001,Jalisco
Jalisco,Huejúcar,Fuentes naturales,,,402.524,4527.784,,,,Jalisco
Jalisco,Huejuquilla el Alto,Fuentes de área,9.086,1368.3,54.49,253.134,233.373,184.138,112.734,Jalisco
Jalisco,Huejuquilla el Alto,Fuentes móviles carreteros,0.124,193.365,49.481,23.314,1.27,1.152,0.3549999999999999,Jalisco
Jalisco,Huejuquilla el Alto,Fuentes móviles que no circulan por carretera,0.246,2.266,7.04,0.542,0.43,0.4169999999999999,0.002,Jalisco
Jalisco,Huejuquilla el Alto,Fuentes naturales,,,261.71,3886.471,,,,Jalisco
Jalisco,La Huerta,Fuentes de área,8.824999999999998,1118.985,43.956,383.404,307.074,175.139,164.691,Jalisco
Jalisco,La Huerta,Fuentes móviles carreteros,0.659,1025.769,219.8,124.006,5.003,4.519,2.18,Jalisco
Jalisco,La Huerta,Fuentes móviles que no circulan por carretera,0.4809999999999999,4.426,13.75,1.059,0.8409999999999999,0.815,0.004,Jalisco
Jalisco,La Huerta,Fuentes naturales,,,194.249,8246.356,,,,Jalisco
Jalisco,Ixtlahuacán de los Membrillos,Fuentes fijas,23.979,29.953,39.93,1.935,4.583,3.825,1.236,Jalisco
Jalisco,Ixtlahuacán de los Membrillos,Fuentes de área,19.289,1766.139,72.23,1032.513,290.064,184.313,1628.936,Jalisco
Jalisco,Ixtlahuacán de los Membrillos,Fuentes móviles carreteros,0.634,941.944,226.103,118.669,6.155,5.585,2.088,Jalisco
Jalisco,Ixtlahuacán de los Membrillos,Fuentes móviles que no circulan por carretera,0.924,9.454,59.079,2.828,2.049,1.909,0.005,Jalisco
Jalisco,Ixtlahuacán de los Membrillos,Fuentes naturales,,,854.461,4030.465,,,,Jalisco
Jalisco,Ixtlahuacán del Río,Fuentes de área,2.012,459.465,19.775,288.041,181.076,82.14199999999998,323.367,Jalisco
Jalisco,Ixtlahuacán del Río,Fuentes móviles carreteros,0.627,945.778,249.416,116.115,6.935,6.303,1.899,Jalisco
Jalisco,Ixtlahuacán del Río,Fuentes móviles que no circulan por carretera,0.6059999999999999,5.575,17.319,1.334,1.059,1.027,0.006,Jalisco
Jalisco,Ixtlahuacán del Río,Fuentes naturales,,,602.066,4501.279,,,,Jalisco
Jalisco,Jalostotitlán,Fuentes fijas,130.655,1.141,12.126,0.061,7.268,4.735,0.1749999999999999,Jalisco
Jalisco,Jalostotitlán,Fuentes de área,11.721,2309.802,112.106,731.36,507.013,378.908,1161.481,Jalisco
Jalisco,Jalostotitlán,Fuentes móviles carreteros,0.929,1415.335,343.99,173.54,8.534,7.732999999999999,2.816,Jalisco
Jalisco,Jalostotitlán,Fuentes móviles que no circulan por carretera,1.334,15.166,38.088,3.341,2.714,2.633,0.012,Jalisco
Jalisco,Jalostotitlán,Fuentes naturales,,,695.786,3065.517,,,,Jalisco
Jalisco,Jamay,Fuentes fijas,71.746,0.6119999999999999,6.655,0.034,3.99,2.598,0.098,Jalisco
Jalisco,Jamay,Fuentes de área,5.477,1036.212,48.487,394.205,366.51,204.574,344.37,Jalisco
Jalisco,Jamay,Fuentes móviles carreteros,0.633,965.033,221.316,115.353,6.552,5.95,2.312,Jalisco
Jalisco,Jamay,Fuentes móviles que no circulan por carretera,0.919,9.398,26.247,2.155,1.73,1.679,0.008,Jalisco
Jalisco,Jamay,Fuentes naturales,,,910.488,4850.947,,,,Jalisco
Jalisco,Jesús María,Fuentes fijas,228.959,0.3649999999999999,16.806,17.554,1.081,0.748,0.011,Jalisco
Jalisco,Jesús María,Fuentes de área,6.828,1356.885,64.219,419.273,371.12,238.646,351.574,Jalisco
Jalisco,Jesús María,Fuentes móviles carreteros,0.803,1240.782,286.97,150.515,7.381,6.689,2.61,Jalisco
Jalisco,Jesús María,Fuentes móviles que no circulan por carretera,0.966,8.888,27.613,2.127,1.688,1.637,0.008999999999999998,Jalisco
Jalisco,Jesús María,Fuentes naturales,,,572.701,2740.404,,,,Jalisco
Jalisco,Jilotlán de los Dolores,Fuentes de área,6.298,1059.472,51.814,241.782,483.259,235.787,288.178,Jalisco
Jalisco,Jilotlán de los Dolores,Fuentes móviles carreteros,0.095,157.758,30.138,18.598,0.452,0.403,0.2969999999999999,Jalisco
Jalisco,Jilotlán de los Dolores,Fuentes móviles que no circulan por carretera,0.629,5.836,17.992,1.392,1.106,1.073,0.006,Jalisco
Jalisco,Jilotlán de los Dolores,Fuentes naturales,,,266.017,6311.865,,,,Jalisco
Jalisco,Jocotepec,Fuentes fijas,0.0,0.014,0.024,0.0,0.001,0.001,0.0,Jalisco
Jalisco,Jocotepec,Fuentes de área,3.254,660.812,34.022,588.215,191.094,113.137,287.266,Jalisco
Jalisco,Jocotepec,Fuentes móviles carreteros,1.199,1756.498,445.838,212.313,14.706,13.389,4.332,Jalisco
Jalisco,Jocotepec,Fuentes móviles que no circulan por carretera,0.541,4.982,15.477,1.192,0.946,0.918,0.005,Jalisco
Jalisco,Jocotepec,Fuentes naturales,,,615.257,5571.038,,,,Jalisco
Jalisco,Juanacatlán,Fuentes fijas,1.074,0.008999999999999998,0.1,0.001,0.06,0.039,0.001,Jalisco
Jalisco,Juanacatlán,Fuentes de área,10.821,1222.45,38.306,370.579,161.589,114.184,182.883,Jalisco
Jalisco,Juanacatlán,Fuentes móviles carreteros,0.4279999999999999,654.578,125.047,79.31,3.443,3.116,1.74,Jalisco
Jalisco,Juanacatlán,Fuentes móviles que no circulan por carretera,0.343,4.147,9.787,0.893,0.7309999999999999,0.7089999999999999,0.003,Jalisco
Jalisco,Juanacatlán,Fuentes naturales,,,750.79,4579.316,,,,Jalisco
Jalisco,Juchitlán,Fuentes fijas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jalisco
Jalisco,Juchitlán,Fuentes de área,1.533,328.553,14.327,126.666,76.19199999999998,52.525,94.34200000000001,Jalisco
Jalisco,Juchitlán,Fuentes móviles carreteros,0.135,209.739,46.823,25.425,0.939,0.8459999999999999,0.4079999999999999,Jalisco
Jalisco,Juchitlán,Fuentes móviles que no circulan por carretera,0.261,2.398,7.450999999999999,0.574,0.455,0.442,0.002,Jalisco
Jalisco,Juchitlán,Fuentes naturales,,,632.063,6355.723,,,,Jalisco
Jalisco,Lagos de Moreno,Fuentes fijas,500.892,7.780999999999999,52.043,1.842,57.604,36.25,0.766,Jalisco
Jalisco,Lagos de Moreno,Fuentes de área,37.805,6840.784,316.38,2900.335,1519.333,1128.977,13305.583,Jalisco
Jalisco,Lagos de Moreno,Fuentes móviles carreteros,3.565,5256.37,1368.846,651.935,40.518,36.845,11.548,Jalisco
Jalisco,Lagos de Moreno,Fuentes móviles que no circulan por carretera,2.597,24.478,101.231,6.346,4.87,4.659,0.021,Jalisco
Jalisco,Lagos de Moreno,Fuentes naturales,,,408.04,2068.421,,,,Jalisco
Jalisco,El Limón,Fuentes de área,4.858,498.777,21.379,205.661,135.803,84.028,80.155,Jalisco
Jalisco,El Limón,Fuentes móviles carreteros,0.214,334.37,69.931,40.656,1.596,1.441,0.74,Jalisco
Jalisco,El Limón,Fuentes móviles que no circulan por carretera,0.2369999999999999,2.181,6.777,0.522,0.4139999999999999,0.402,0.002,Jalisco
Jalisco,El Limón,Fuentes naturales,,,674.816,12325.169,,,,Jalisco
Jalisco,Magdalena,Fuentes fijas,109.974,0.929,10.167,0.052,6.115,3.982,0.1489999999999999,Jalisco
Jalisco,Magdalena,Fuentes de área,4.852,505.63,24.455,307.46,142.451,100.329,141.863,Jalisco
Jalisco,Magdalena,Fuentes móviles carreteros,0.4149999999999999,637.441,147.041,78.114,3.292,2.976,1.269,Jalisco
Jalisco,Magdalena,Fuentes móviles que no circulan por carretera,0.895,9.334,76.497,3.153,2.19,2.003,0.003,Jalisco
Jalisco,Magdalena,Fuentes naturales,,,470.61,1765.629,,,,Jalisco
Jalisco,Santa María del Oro,Fuentes de área,2.316,570.98,38.44,241.691,195.281,87.471,377.753,Jalisco
Jalisco,Santa María del Oro,Fuentes móviles carreteros,0.031,51.892,10.365,6.163,0.153,0.137,0.092,Jalisco
Jalisco,Santa María del Oro,Fuentes móviles que no circulan por carretera,0.05,0.456,1.416,0.109,0.08699999999999998,0.084,0.0,Jalisco
Jalisco,Santa María del Oro,Fuentes naturales,,,120.563,8150.109,,,,Jalisco
Jalisco,La Manzanilla de la Paz,Fuentes fijas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jalisco
Jalisco,La Manzanilla de la Paz,Fuentes de área,1.844,408.994,19.177,126.831,79.626,60.947,77.27,Jalisco
Jalisco,La Manzanilla de la Paz,Fuentes móviles carreteros,0.1019999999999999,157.244,42.289,19.215,1.104,1.003,0.2959999999999999,Jalisco
Jalisco,La Manzanilla de la Paz,Fuentes móviles que no circulan por carretera,0.1479999999999999,1.36,4.224,0.325,0.258,0.25,0.001,Jalisco
Jalisco,La Manzanilla de la Paz,Fuentes naturales,,,740.802,3569.984,,,,Jalisco
Jalisco,Mascota,Fuentes de área,32.506,3969.51,138.3,540.933,584.136,447.663,240.239,Jalisco
Jalisco,Mascota,Fuentes móviles carreteros,0.381,569.817,154.287,69.721,4.43,4.029,1.172,Jalisco
Jalisco,Mascota,Fuentes móviles que no circulan por carretera,0.563,5.183,16.102,1.24,0.984,0.955,0.005,Jalisco
Jalisco,Mascota,Fuentes naturales,,,215.549,2642.491,,,,Jalisco
Jalisco,Mazamitla,Fuentes fijas,0.501,0.004,0.046,0.0,0.028,0.018,0.001,Jalisco
Jalisco,Mazamitla,Fuentes de área,3.439,673.879,27.902,296.249,137.281,97.123,84.676,Jalisco
Jalisco,Mazamitla,Fuentes móviles carreteros,0.446,686.446,161.044,83.58799999999998,4.034,3.655,1.414,Jalisco
Jalisco,Mazamitla,Fuentes móviles que no circulan por carretera,0.41,4.969,11.691,1.069,0.875,0.8479999999999999,0.004,Jalisco
Jalisco,Mazamitla,Fuentes naturales,,,338.724,1365.387,,,,Jalisco
Jalisco,Mexticacán,Fuentes fijas,0.0,0.129,0.227,0.0,0.012,0.012,0.0,Jalisco
Jalisco,Mexticacán,Fuentes de área,1.185,241.519,11.149,92.659,92.537,51.651,66.065,Jalisco
Jalisco,Mexticacán,Fuentes móviles carreteros,0.184,288.4,66.43,35.129,1.56,1.411,0.568,Jalisco
Jalisco,Mexticacán,Fuentes móviles que no circulan por carretera,0.248,2.278,7.077,0.545,0.433,0.42,0.002,Jalisco
Jalisco,Mexticacán,Fuentes naturales,,,634.908,4011.871,,,,Jalisco
Jalisco,Mezquitic,Fuentes de área,39.308,4874.877,148.358,773.109,1030.384,537.948,240.621,Jalisco
Jalisco,Mezquitic,Fuentes móviles carreteros,0.096,147.915,37.092,17.504,0.8639999999999999,0.782,0.266,Jalisco
Jalisco,Mezquitic,Fuentes móviles que no circulan por carretera,0.2069999999999999,1.904,5.916,0.456,0.3619999999999999,0.3509999999999999,0.002,Jalisco
Jalisco,Mezquitic,Fuentes naturales,,,86.891,2274.657,,,,Jalisco
Jalisco,Mixtlán,Fuentes de área,5.935,887.442,34.387,142.559,151.009,115.884,92.856,Jalisco
Jalisco,Mixtlán,Fuentes móviles carreteros,0.094,150.425,32.931,18.097,0.68,0.6139999999999999,0.279,Jalisco
Jalisco,Mixtlán,Fuentes móviles que no circulan por carretera,0.221,2.033,6.317,0.4869999999999999,0.386,0.375,0.002,Jalisco
Jalisco,Mixtlán,Fuentes naturales,,,236.952,1712.559,,,,Jalisco
Jalisco,Ocotlán,Fuentes fijas,28.989,0.4169999999999999,3.035,91.664,1.629,1.064,0.043,Jalisco
Jalisco,Ocotlán,Fuentes de área,8.098,1510.722,85.884,1769.548,417.68,276.119,481.393,Jalisco
Jalisco,Ocotlán,Fuentes móviles carreteros,4.335,6198.185,1451.108,750.2079999999999,51.183,46.606,17.515,Jalisco
Jalisco,Ocotlán,Fuentes móviles que no circulan por carretera,2.261,25.236,146.957,7.261,5.315,4.958,0.011,Jalisco
Jalisco,Ocotlán,Fuentes naturales,,,810.711,4829.195,,,,Jalisco
Jalisco,Ojuelos de Jalisco,Fuentes de área,14.196,2850.612,132.989,717.864,668.434,484.489,1218.469,Jalisco
Jalisco,Ojuelos de Jalisco,Fuentes móviles carreteros,0.393,578.5,171.331,69.586,5.037,4.586,1.137,Jalisco
Jalisco,Ojuelos de Jalisco,Fuentes móviles que no circulan por carretera,1.107,10.183,31.636,2.437,1.934,1.876,0.01,Jalisco
Jalisco,Ojuelos de Jalisco,Fuentes naturales,,,376.575,1148.727,,,,Jalisco
Jalisco,Pihuamo,Fuentes de área,4.836,643.104,28.594,250.052,228.846,118.005,133.514,Jalisco
Jalisco,Pihuamo,Fuentes móviles carreteros,0.313,462.096,127.089,56.946,3.564,3.241,0.922,Jalisco
Jalisco,Pihuamo,Fuentes móviles que no circulan por carretera,0.4069999999999999,3.742,11.624,0.895,0.7109999999999999,0.689,0.004,Jalisco
Jalisco,Pihuamo,Fuentes naturales,,,233.985,6210.556,,,,Jalisco
Jalisco,Poncitlán,Fuentes fijas,94.665,86.441,386.549,21.269,36.922,33.077,12.261,Jalisco
Jalisco,Poncitlán,Fuentes de área,11.524,2091.85,88.311,923.772,440.683,308.131,362.866,Jalisco
Jalisco,Poncitlán,Fuentes móviles carreteros,1.156,1707.203,421.008,207.071,13.453,12.24,4.245,Jalisco
Jalisco,Poncitlán,Fuentes móviles que no circulan por carretera,1.621,16.611,125.173,5.399,3.801,3.499,0.006,Jalisco
Jalisco,Poncitlán,Fuentes naturales,,,294.826,1765.864,,,,Jalisco
Jalisco,Puerto Vallarta,Fuentes fijas,2.874,0.058,0.806,0.004,0.161,0.105,0.005,Jalisco
Jalisco,Puerto Vallarta,Fuentes de área,3.176,656.641,97.512,4034.943,1020.778,191.215,347.55,Jalisco
Jalisco,Puerto Vallarta,Fuentes móviles carreteros,8.11,12032.432,2504.93,1480.663,61.765,55.86,29.074,Jalisco
Jalisco,Puerto Vallarta,Fuentes móviles que no circulan por carretera,70.246,851.712,1125.469,120.604,63.696,61.894,0.22,Jalisco
Jalisco,Puerto Vallarta,Fuentes naturales,,,214.538,5621.386,,,,Jalisco
Jalisco,Villa Purificación,Fuentes de área,26.537,3061.086,96.971,412.78,399.769,305.376,177.805,Jalisco
Jalisco,Villa Purificación,Fuentes móviles carreteros,0.2889999999999999,459.477,95.84500000000001,55.319,2.135,1.926,0.959,Jalisco
Jalisco,Villa Purificación,Fuentes móviles que no circulan por carretera,3.572,33.118,102.128,7.902,6.275,6.087,0.032,Jalisco
Jalisco,Villa Purificación,Fuentes naturales,,,135.255,5363.958,,,,Jalisco
Jalisco,Quitupan,Fuentes de área,3.698,662.159,26.809,171.185,123.84,94.568,87.563,Jalisco
Jalisco,Quitupan,Fuentes móviles carreteros,0.2089999999999999,329.867,72.122,40.21,1.384,1.246,0.627,Jalisco
Jalisco,Quitupan,Fuentes móviles que no circulan por carretera,0.14,1.284,3.989,0.307,0.2439999999999999,0.2369999999999999,0.001,Jalisco
Jalisco,Quitupan,Fuentes naturales,,,175.334,2902.065,,,,Jalisco
Jalisco,El Salto,Fuentes fijas,500.397,933.867,1592.516,1522.426,233.491,164.35,4.642,Jalisco
Jalisco,El Salto,Fuentes de área,21.412,240.74,32.422,3387.868,1002.637,867.5929999999998,111.948,Jalisco
Jalisco,El Salto,Fuentes móviles carreteros,2.775,4062.294,968.9140000000002,508.86,28.38,25.781,9.92,Jalisco
Jalisco,El Salto,Fuentes móviles que no circulan por carretera,0.7269999999999999,9.044,47.028,2.46,1.83,1.712,0.004,Jalisco
Jalisco,El Salto,Fuentes naturales,,,256.455,971.783,,,,Jalisco
Jalisco,San Cristóbal de La Barranca,Fuentes de área,1.254,297.261,10.141,162.967,68.398,39.67,65.636,Jalisco
Jalisco,San Cristóbal de La Barranca,Fuentes móviles carreteros,0.13,205.018,48.573,24.872,1.059,0.957,0.376,Jalisco
Jalisco,San Cristóbal de La Barranca,Fuentes móviles que no circulan por carretera,0.105,0.969,3.01,0.232,0.184,0.1779999999999999,0.001,Jalisco
Jalisco,San Cristóbal de La Barranca,Fuentes naturales,,,285.346,3064.925,,,,Jalisco
Jalisco,San Diego de Alejandría,Fuentes fijas,0.005,0.052,0.1019999999999999,0.0,0.005,0.005,0.001,Jalisco
Jalisco,San Diego de Alejandría,Fuentes de área,2.871,564.513,28.539,187.098,212.54,102.502,186.541,Jalisco
Jalisco,San Diego de Alejandría,Fuentes móviles carreteros,0.15,236.562,55.379,28.76,1.253,1.133,0.436,Jalisco
Jalisco,San Diego de Alejandría,Fuentes móviles que no circulan por carretera,2.786,37.891,79.38899999999998,7.841999999999999,6.49,6.295,0.024,Jalisco
Jalisco,San Diego de Alejandría,Fuentes naturales,,,580.625,2533.167,,,,Jalisco
Jalisco,San Juan de los Lagos,Fuentes fijas,35.225,0.644,3.862,0.1749999999999999,1.991,1.308,0.047,Jalisco
Jalisco,San Juan de los Lagos,Fuentes de área,29.767,5652.455,278.468,1487.681,1189.545,942.825,8815.661,Jalisco
Jalisco,San Juan de los Lagos,Fuentes móviles carreteros,3.321,4803.131,1111.948,576.733,39.369,35.847,13.505,Jalisco
Jalisco,San Juan de los Lagos,Fuentes móviles que no circulan por carretera,1.607,14.785,45.933,3.539,2.808,2.724,0.015,Jalisco
Jalisco,San Juan de los Lagos,Fuentes naturales,,,767.69,3381.646,,,,Jalisco
Jalisco,San Julián,Fuentes fijas,0.085,0.07499999999999998,0.3,0.003,0.015,0.004,0.012,Jalisco
Jalisco,San Julián,Fuentes de área,2.019,414.83,20.193,271.247,95.767,71.692,446.989,Jalisco
Jalisco,San Julián,Fuentes móviles carreteros,0.4749999999999999,706.954,192.361,86.494,5.042,4.58,1.362,Jalisco
Jalisco,San Julián,Fuentes móviles que no circulan por carretera,0.138,1.269,3.943,0.3039999999999999,0.2409999999999999,0.234,0.001,Jalisco
Jalisco,San Julián,Fuentes naturales,,,664.579,2855.577,,,,Jalisco
Jalisco,San Marcos,Fuentes de área,1.638,243.932,13.626,71.309,79.254,48.02,96.184,Jalisco
Jalisco,San Marcos,Fuentes móviles carreteros,0.091,133.717,40.29,16.724,1.24,1.13,0.263,Jalisco
Jalisco,San Marcos,Fuentes móviles que no circulan por carretera,0.186,1.714,5.325,0.41,0.326,0.316,0.002,Jalisco
Jalisco,San Marcos,Fuentes naturales,,,269.96,1588.176,,,,Jalisco
Jalisco,San Martín de Bolaños,Fuentes fijas,0.0,0.0,0.0,0.0,0.2989999999999999,0.215,0.0,Jalisco
Jalisco,San Martín de Bolaños,Fuentes de área,0.572,117.605,5.657,51.869,23.25,18.366,35.091,Jalisco
Jalisco,San Martín de Bolaños,Fuentes móviles carreteros,0.078,114.105,34.171,14.064,1.078,0.983,0.219,Jalisco
Jalisco,San Martín de Bolaños,Fuentes móviles que no circulan por carretera,0.038,0.3509999999999999,1.09,0.084,0.067,0.065,0.0,Jalisco
Jalisco,San Martín de Bolaños,Fuentes naturales,,,181.12,3918.218,,,,Jalisco
Jalisco,San Martín Hidalgo,Fuentes de área,11.872,1388.415,68.105,471.428,477.68,273.428,517.868,Jalisco
Jalisco,San Martín Hidalgo,Fuentes móviles carreteros,0.896,1329.662,353.042,162.547,10.416,9.473,2.817,Jalisco
Jalisco,San Martín Hidalgo,Fuentes móviles que no circulan por carretera,1.451,15.287,41.435,3.465,2.792,2.708,0.013,Jalisco
Jalisco,San Martín Hidalgo,Fuentes naturales,,,999.641,4062.957,,,,Jalisco
Jalisco,San Miguel El Alto,Fuentes fijas,96.71,1.351,10.796,0.063,5.446,3.516,0.198,Jalisco
Jalisco,San Miguel El Alto,Fuentes de área,13.023,2576.749,123.993,838.705,527.67,413.207,1209.214,Jalisco
Jalisco,San Miguel El Alto,Fuentes móviles carreteros,0.994,1462.557,385.534,180.961,10.418,9.464,3.044,Jalisco
Jalisco,San Miguel El Alto,Fuentes móviles que no circulan por carretera,0.684,7.017,19.533,1.607,1.291,1.252,0.006,Jalisco
Jalisco,San Miguel El Alto,Fuentes naturales,,,622.949,3139.265,,,,Jalisco
Jalisco,Gómez Farías,Fuentes de área,5.632,912.902,42.028,303.791,178.301,129.598,179.489,Jalisco
Jalisco,Gómez Farías,Fuentes móviles carreteros,0.331,464.403,159.884,56.365,6.162,5.631,1.033,Jalisco
